track_id,track_name,artist_name,genre,energy,danceability,valence,Human_Vibe_Tag,Discovery_Reason,Data_Source
TRK-SCALED-0205,Augmented Track 205,Computational Artist 29,Folk,0.23,0.44,0.27,Aggressive,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0206,Augmented Track 206,Computational Artist 95,Folk,0.23,0.48,0.49,Moody,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0207,Augmented Track 207,Computational Artist 129,EDM,0.6,0.41,0.31,Chill,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0208,Augmented Track 208,Computational Artist 129,Pop,0.6,0.67,0.71,Smooth,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0209,Augmented Track 209,Computational Artist 9,EDM,0.22,0.38,0.53,Aggressive,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0210,Augmented Track 210,Computational Artist 45,R&B,0.68,0.58,0.54,Moody,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0211,Augmented Track 211,Computational Artist 78,Folk,0.34,0.55,0.24,Dreamy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0212,Augmented Track 212,Computational Artist 61,Pop,0.8,0.64,0.84,Chill,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0213,Augmented Track 213,Computational Artist 22,R&B,0.7,0.47,0.53,Anthemic,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0214,Augmented Track 214,Computational Artist 145,Pop,0.82,0.64,0.65,Anthemic,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0215,Augmented Track 215,Computational Artist 125,Indie,0.68,0.31,0.44,High Energy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0216,Augmented Track 216,Computational Artist 33,Indie,0.61,0.32,0.35,Chill,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0217,Augmented Track 217,Computational Artist 187,Indie,0.64,0.36,0.15,Smooth,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0218,Augmented Track 218,Computational Artist 37,Pop,0.67,0.82,0.87,High Energy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0219,Augmented Track 219,Computational Artist 127,Indie,0.24,0.48,0.1,Dreamy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0220,Augmented Track 220,Computational Artist 135,Folk,0.57,0.46,0.28,Smooth,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0221,Augmented Track 221,Computational Artist 130,Pop,0.73,0.75,0.7,Moody,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0222,Augmented Track 222,Computational Artist 30,Jazz,0.58,0.57,0.18,Chill,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0223,Augmented Track 223,Computational Artist 80,Jazz,0.48,0.59,0.43,Moody,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0224,Augmented Track 224,Computational Artist 193,R&B,0.25,0.38,0.24,Chill,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0225,Augmented Track 225,Computational Artist 104,R&B,0.47,0.58,0.17,Aggressive,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0226,Augmented Track 226,Computational Artist 54,Pop,0.72,0.71,0.89,Anthemic,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0227,Augmented Track 227,Computational Artist 8,Indie,0.58,0.42,0.25,Smooth,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0228,Augmented Track 228,Computational Artist 17,R&B,0.51,0.38,0.55,Chill,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0229,Augmented Track 229,Computational Artist 112,Hip-Hop,0.77,0.89,0.34,Chill,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0230,Augmented Track 230,Computational Artist 172,R&B,0.58,0.35,0.58,Chill,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0231,Augmented Track 231,Computational Artist 148,Hip-Hop,0.93,0.71,0.39,Chill,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0232,Augmented Track 232,Computational Artist 111,Hip-Hop,0.78,0.76,0.58,Anthemic,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0233,Augmented Track 233,Computational Artist 80,Hip-Hop,0.86,0.71,0.59,Moody,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0234,Augmented Track 234,Computational Artist 151,Jazz,0.25,0.69,0.43,Smooth,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0235,Augmented Track 235,Computational Artist 161,Hip-Hop,0.7,0.77,0.33,High Energy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0236,Augmented Track 236,Computational Artist 44,R&B,0.33,0.48,0.42,Anthemic,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0237,Augmented Track 237,Computational Artist 165,Folk,0.47,0.55,0.38,Smooth,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0238,Augmented Track 238,Computational Artist 143,Folk,0.2,0.6,0.3,Aggressive,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0239,Augmented Track 239,Computational Artist 44,EDM,0.53,0.59,0.26,Dreamy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0240,Augmented Track 240,Computational Artist 22,Jazz,0.25,0.68,0.4,Dreamy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0241,Augmented Track 241,Computational Artist 71,Pop,0.57,0.79,0.59,Aggressive,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0242,Augmented Track 242,Computational Artist 99,Pop,0.6,0.83,0.76,Chill,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0243,Augmented Track 243,Computational Artist 134,Folk,0.61,0.42,0.57,High Energy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0244,Augmented Track 244,Computational Artist 152,Indie,0.69,0.46,0.38,Anthemic,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0245,Augmented Track 245,Computational Artist 161,Indie,0.28,0.37,0.21,Anthemic,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0246,Augmented Track 246,Computational Artist 27,Indie,0.49,0.38,0.39,High Energy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0247,Augmented Track 247,Computational Artist 70,Folk,0.37,0.51,0.14,Smooth,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0248,Augmented Track 248,Computational Artist 54,R&B,0.61,0.58,0.19,Moody,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0249,Augmented Track 249,Computational Artist 33,R&B,0.54,0.68,0.27,Smooth,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0250,Augmented Track 250,Computational Artist 151,EDM,0.69,0.34,0.21,Smooth,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0251,Augmented Track 251,Computational Artist 102,Folk,0.66,0.32,0.34,Moody,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0252,Augmented Track 252,Computational Artist 177,R&B,0.21,0.31,0.16,High Energy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0253,Augmented Track 253,Computational Artist 7,R&B,0.23,0.52,0.45,Smooth,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0254,Augmented Track 254,Computational Artist 87,Pop,0.81,0.66,0.64,Anthemic,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0255,Augmented Track 255,Computational Artist 24,EDM,0.64,0.52,0.23,Aggressive,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0256,Augmented Track 256,Computational Artist 168,Indie,0.38,0.37,0.51,High Energy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0257,Augmented Track 257,Computational Artist 7,R&B,0.53,0.43,0.51,Moody,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0258,Augmented Track 258,Computational Artist 162,Hip-Hop,0.85,0.83,0.31,Moody,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0259,Augmented Track 259,Computational Artist 186,Pop,0.65,0.65,0.8,Chill,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0260,Augmented Track 260,Computational Artist 11,EDM,0.46,0.48,0.34,Dreamy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0261,Augmented Track 261,Computational Artist 67,Indie,0.58,0.53,0.45,Aggressive,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0262,Augmented Track 262,Computational Artist 122,R&B,0.35,0.65,0.18,Dreamy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0263,Augmented Track 263,Computational Artist 160,Pop,0.82,0.75,0.55,Dreamy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0264,Augmented Track 264,Computational Artist 178,Folk,0.4,0.38,0.26,Moody,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0265,Augmented Track 265,Computational Artist 110,Jazz,0.27,0.4,0.45,Chill,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0266,Augmented Track 266,Computational Artist 35,Jazz,0.29,0.53,0.12,Dreamy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0267,Augmented Track 267,Computational Artist 162,Folk,0.52,0.51,0.49,Smooth,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0268,Augmented Track 268,Computational Artist 41,R&B,0.54,0.49,0.43,Smooth,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0269,Augmented Track 269,Computational Artist 131,R&B,0.54,0.41,0.2,Smooth,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0270,Augmented Track 270,Computational Artist 131,EDM,0.3,0.67,0.27,Anthemic,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0271,Augmented Track 271,Computational Artist 144,Folk,0.38,0.66,0.39,Smooth,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0272,Augmented Track 272,Computational Artist 71,EDM,0.67,0.41,0.57,Anthemic,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0273,Augmented Track 273,Computational Artist 95,Indie,0.21,0.47,0.37,Smooth,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0274,Augmented Track 274,Computational Artist 112,EDM,0.41,0.45,0.55,Chill,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0275,Augmented Track 275,Computational Artist 22,Hip-Hop,0.8,0.86,0.41,Dreamy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0276,Augmented Track 276,Computational Artist 137,R&B,0.29,0.59,0.51,Anthemic,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0277,Augmented Track 277,Computational Artist 115,Hip-Hop,0.95,0.89,0.42,Aggressive,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0278,Augmented Track 278,Computational Artist 63,Folk,0.3,0.38,0.53,Moody,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0279,Augmented Track 279,Computational Artist 106,Hip-Hop,0.88,0.75,0.44,Moody,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0280,Augmented Track 280,Computational Artist 64,Jazz,0.23,0.55,0.54,High Energy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0281,Augmented Track 281,Computational Artist 179,EDM,0.42,0.47,0.1,Chill,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0282,Augmented Track 282,Computational Artist 3,Folk,0.46,0.65,0.52,Moody,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0283,Augmented Track 283,Computational Artist 120,Hip-Hop,0.67,0.8,0.46,High Energy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0284,Augmented Track 284,Computational Artist 121,Folk,0.35,0.36,0.18,Chill,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0285,Augmented Track 285,Computational Artist 70,Indie,0.2,0.65,0.2,Anthemic,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0286,Augmented Track 286,Computational Artist 156,Hip-Hop,0.75,0.72,0.46,High Energy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0287,Augmented Track 287,Computational Artist 37,EDM,0.48,0.57,0.43,Anthemic,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0288,Augmented Track 288,Computational Artist 25,EDM,0.22,0.4,0.39,Smooth,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0289,Augmented Track 289,Computational Artist 34,EDM,0.34,0.55,0.36,Dreamy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0290,Augmented Track 290,Computational Artist 74,Pop,0.6,0.73,0.81,Anthemic,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0291,Augmented Track 291,Computational Artist 15,Indie,0.27,0.56,0.39,Smooth,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0292,Augmented Track 292,Computational Artist 48,EDM,0.48,0.38,0.41,Dreamy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0293,Augmented Track 293,Computational Artist 38,Indie,0.54,0.49,0.6,Anthemic,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0294,Augmented Track 294,Computational Artist 173,Indie,0.38,0.65,0.51,Moody,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0295,Augmented Track 295,Computational Artist 25,Pop,0.77,0.85,0.74,Chill,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0296,Augmented Track 296,Computational Artist 180,R&B,0.45,0.56,0.14,Moody,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0297,Augmented Track 297,Computational Artist 154,Indie,0.36,0.64,0.18,Smooth,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0298,Augmented Track 298,Computational Artist 9,Indie,0.39,0.69,0.52,Moody,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0299,Augmented Track 299,Computational Artist 91,Hip-Hop,0.76,0.76,0.35,Anthemic,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0300,Augmented Track 300,Computational Artist 58,Indie,0.48,0.48,0.46,Moody,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0301,Augmented Track 301,Computational Artist 142,R&B,0.51,0.34,0.41,Chill,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0302,Augmented Track 302,Computational Artist 54,Jazz,0.45,0.62,0.27,Smooth,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0303,Augmented Track 303,Computational Artist 180,EDM,0.44,0.43,0.5,Dreamy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0304,Augmented Track 304,Computational Artist 77,Pop,0.76,0.66,0.66,Aggressive,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0305,Augmented Track 305,Computational Artist 123,Hip-Hop,0.7,0.72,0.36,Anthemic,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0306,Augmented Track 306,Computational Artist 167,Pop,0.65,0.63,0.75,High Energy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0307,Augmented Track 307,Computational Artist 198,Indie,0.22,0.6,0.45,Moody,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0308,Augmented Track 308,Computational Artist 154,R&B,0.56,0.33,0.32,High Energy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0309,Augmented Track 309,Computational Artist 47,Jazz,0.21,0.52,0.1,Chill,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0310,Augmented Track 310,Computational Artist 119,Jazz,0.22,0.39,0.32,Chill,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0311,Augmented Track 311,Computational Artist 20,R&B,0.6,0.69,0.48,Anthemic,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0312,Augmented Track 312,Computational Artist 101,Folk,0.43,0.64,0.42,Smooth,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0313,Augmented Track 313,Computational Artist 63,EDM,0.22,0.38,0.14,High Energy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0314,Augmented Track 314,Computational Artist 74,Folk,0.25,0.33,0.41,Dreamy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0315,Augmented Track 315,Computational Artist 194,EDM,0.48,0.64,0.19,High Energy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0316,Augmented Track 316,Computational Artist 192,Jazz,0.22,0.69,0.49,Smooth,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0317,Augmented Track 317,Computational Artist 23,R&B,0.41,0.47,0.38,Anthemic,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0318,Augmented Track 318,Computational Artist 156,Folk,0.63,0.54,0.16,Chill,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0319,Augmented Track 319,Computational Artist 121,Hip-Hop,0.64,0.83,0.32,Moody,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0320,Augmented Track 320,Computational Artist 98,Hip-Hop,0.76,0.75,0.41,High Energy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0321,Augmented Track 321,Computational Artist 197,EDM,0.55,0.5,0.46,High Energy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0322,Augmented Track 322,Computational Artist 91,Pop,0.71,0.64,0.73,Anthemic,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0323,Augmented Track 323,Computational Artist 76,Jazz,0.22,0.48,0.53,Dreamy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0324,Augmented Track 324,Computational Artist 30,Indie,0.35,0.47,0.56,High Energy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0325,Augmented Track 325,Computational Artist 158,Jazz,0.52,0.4,0.35,Smooth,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0326,Augmented Track 326,Computational Artist 121,Hip-Hop,0.8,0.8,0.44,Anthemic,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0327,Augmented Track 327,Computational Artist 84,Pop,0.82,0.78,0.64,Smooth,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0328,Augmented Track 328,Computational Artist 142,Folk,0.63,0.57,0.13,Anthemic,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0329,Augmented Track 329,Computational Artist 177,Pop,0.61,0.82,0.89,Dreamy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0330,Augmented Track 330,Computational Artist 24,R&B,0.5,0.43,0.33,Smooth,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0331,Augmented Track 331,Computational Artist 21,Pop,0.81,0.68,0.61,Anthemic,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0332,Augmented Track 332,Computational Artist 103,EDM,0.2,0.53,0.27,Smooth,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0333,Augmented Track 333,Computational Artist 193,Folk,0.64,0.38,0.26,High Energy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0334,Augmented Track 334,Computational Artist 37,R&B,0.51,0.65,0.47,Anthemic,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0335,Augmented Track 335,Computational Artist 42,R&B,0.22,0.38,0.44,Smooth,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0336,Augmented Track 336,Computational Artist 13,EDM,0.51,0.44,0.55,Aggressive,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0337,Augmented Track 337,Computational Artist 183,Indie,0.2,0.64,0.26,Aggressive,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0338,Augmented Track 338,Computational Artist 150,R&B,0.64,0.46,0.24,Chill,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0339,Augmented Track 339,Computational Artist 135,EDM,0.53,0.66,0.41,Moody,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0340,Augmented Track 340,Computational Artist 98,Hip-Hop,0.63,0.84,0.57,Dreamy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0341,Augmented Track 341,Computational Artist 14,EDM,0.33,0.44,0.39,High Energy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0342,Augmented Track 342,Computational Artist 177,Indie,0.5,0.58,0.13,Chill,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0343,Augmented Track 343,Computational Artist 96,Pop,0.58,0.69,0.89,Aggressive,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0344,Augmented Track 344,Computational Artist 197,Pop,0.82,0.84,0.8,Aggressive,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0345,Augmented Track 345,Computational Artist 61,EDM,0.47,0.37,0.48,Chill,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0346,Augmented Track 346,Computational Artist 198,Hip-Hop,0.81,0.73,0.44,Moody,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0347,Augmented Track 347,Computational Artist 32,Folk,0.5,0.57,0.47,Moody,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0348,Augmented Track 348,Computational Artist 188,Hip-Hop,0.63,0.89,0.54,High Energy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0349,Augmented Track 349,Computational Artist 71,Hip-Hop,0.93,0.78,0.48,High Energy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0350,Augmented Track 350,Computational Artist 34,Folk,0.36,0.61,0.18,Smooth,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0351,Augmented Track 351,Computational Artist 45,R&B,0.44,0.52,0.33,Smooth,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0352,Augmented Track 352,Computational Artist 99,Folk,0.3,0.62,0.29,High Energy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0353,Augmented Track 353,Computational Artist 142,R&B,0.21,0.4,0.27,Aggressive,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0354,Augmented Track 354,Computational Artist 105,EDM,0.59,0.46,0.51,Smooth,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0355,Augmented Track 355,Computational Artist 128,Jazz,0.21,0.65,0.12,Aggressive,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0356,Augmented Track 356,Computational Artist 52,Pop,0.83,0.84,0.79,Anthemic,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0357,Augmented Track 357,Computational Artist 109,Indie,0.52,0.57,0.37,Smooth,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0358,Augmented Track 358,Computational Artist 165,EDM,0.23,0.42,0.12,Dreamy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0359,Augmented Track 359,Computational Artist 38,Indie,0.23,0.59,0.58,Anthemic,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0360,Augmented Track 360,Computational Artist 190,Pop,0.52,0.83,0.74,Moody,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0361,Augmented Track 361,Computational Artist 199,Folk,0.33,0.35,0.44,Anthemic,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0362,Augmented Track 362,Computational Artist 198,Pop,0.7,0.68,0.66,Smooth,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0363,Augmented Track 363,Computational Artist 185,R&B,0.5,0.48,0.5,Dreamy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0364,Augmented Track 364,Computational Artist 105,Pop,0.67,0.67,0.82,Smooth,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0365,Augmented Track 365,Computational Artist 103,Jazz,0.26,0.5,0.37,Moody,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0366,Augmented Track 366,Computational Artist 149,Indie,0.24,0.7,0.11,High Energy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
